Venue,Instrument Name,Link to a website or other source where further information on costs is available,"Total value of all rebates, discounts, or other payments offered (as % of total
traded value during the reporting period)","Total value of all costs (as a % of total traded value during the reporting period
volume)"
Avatrade,AUTOMATIC DATA PROCESSING,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,QUALCOMM INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INTUIT INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BLACKROCK INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CVS HEALTH CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BECTON DICKINSON AND CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INTUITIVE SURGICAL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CELGENE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TJX COMPANIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DUKE ENERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CHUBB LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CSX CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SCHLUMBERGER LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DOMINION ENERGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CIGNA CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CME GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BAIDU INC - SPON ADR,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,T-MOBILE US INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SCHWAB (CHARLES) CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ESTEE LAUDER COMPANIES-CL A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,COLGATE-PALMOLIVE CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PNC FINANCIAL SERVICES GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SIMON PROPERTY GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EOG RESOURCES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BOSTON SCIENTIFIC CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SOUTHERN CO/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CROWN CASTLE INTL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,S&P GLOBAL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,RAYTHEON COMPANY,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DEERE & CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NORFOLK SOUTHERN CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ECOLAB INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WALGREENS BOOTS ALLIANCE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,OCCIDENTAL PETROLEUM CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,GENERAL DYNAMICS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BANK OF NEW YORK MELLON CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ZOETIS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EXELON CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALLERGAN PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ILLINOIS TOOL WORKS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FEDEX CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MARSH & MCLENNAN COS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VERTEX PHARMACEUTICALS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MICRON TECHNOLOGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NORTHROP GRUMMAN CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ILLUMINA INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PROLOGIS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BIOGEN INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KINDER MORGAN INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,REGENERON PHARMACEUTICALS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HCA HEALTHCARE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WASTE MANAGEMENT INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,JD.COM INC-ADR,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INTERCONTINENTAL EXCHANGE IN,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MARRIOTT INTERNATIONAL -CL A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WORKDAY INC-CLASS A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EMERSON ELECTRIC CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PHILLIPS 66,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PROGRESSIVE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KIMBERLY-CLARK CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,METLIFE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DOW INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AIR PRODUCTS & CHEMICALS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BAXTER INTERNATIONAL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AON PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TARGET CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMERICAN ELECTRIC POWER,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SHERWIN-WILLIAMS CO/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MARATHON PETROLEUM CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ANALOG DEVICES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CAPITAL ONE FINANCIAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EDWARDS LIFESCIENCES CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KRAFT HEINZ CO/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,APPLIED MATERIALS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PRUDENTIAL FINANCIAL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EQUINIX INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMERICAN INTERNATIONAL GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DELTA AIR LINES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BB&T CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AFLAC INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FIDELITY NATIONAL INFO SERV,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ACTIVISION BLIZZARD INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ROPER TECHNOLOGIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AUTODESK INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TRAVELERS COS INC/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FORD MOTOR CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CARNIVAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HUMANA INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WILLIAMS COS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VALERO ENERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FISERV INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EATON CORP PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MOODY'S CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SEMPRA ENERGY,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EBAY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ROSS STORES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VF CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SYSCO CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NETEASE INC-ADR,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,XILINX INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALLSTATE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALEXION PHARMACEUTICALS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WELLTOWER INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,O'REILLY AUTOMOTIVE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,YUM! BRANDS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DOLLAR GENERAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,GENERAL MILLS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NXP SEMICONDUCTORS NV,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PUBLIC SERVICE ENTERPRISE GP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMPHENOL CORP-CL A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SOUTHWEST AIRLINES CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PAYCHEX INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MONSTER BEVERAGE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ADVANCED MICRO DEVICES,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ONEOK INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FORTIVE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SIRIUS XM HOLDINGS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,XCEL ENERGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TE CONNECTIVITY LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,IQVIA HOLDINGS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LAM RESEARCH CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AVALONBAY COMMUNITIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EQUITY RESIDENTIAL,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BAKER HUGHES A GE CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SUNTRUST BANKS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CONSOLIDATED EDISON INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PPG INDUSTRIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CORNING INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DIGITAL REALTY TRUST INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HALLIBURTON CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ZIMMER BIOMET HOLDINGS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AUTOZONE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,STATE STREET CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TYSON FOODS INC-CL A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PIONEER NATURAL RESOURCES CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HILTON WORLDWIDE HOLDINGS IN,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DOLLAR TREE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CTRIP.COM INTERNATIONAL-ADR,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WEC ENERGY GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,T ROWE PRICE GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TRANSDIGM GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ROYAL CARIBBEAN CRUISES LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MERCADOLIBRE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ARISTA NETWORKS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DISCOVER FINANCIAL SERVICES,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HERSHEY CO/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PACCAR INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ARCHER-DANIELS-MIDLAND CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALIGN TECHNOLOGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MOTOROLA SOLUTIONS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HORMEL FOODS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SYNCHRONY FINANCIAL,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PARKER HANNIFIN CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WILLIS TOWERS WATSON PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PPL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VENTAS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ANADARKO PETROLEUM CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DTE ENERGY COMPANY,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SBA COMMUNICATIONS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EVERSOURCE ENERGY,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,M & T BANK CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CONCHO RESOURCES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VERISIGN INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FOX CORP - CLASS A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CENTENE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,UNITED CONTINENTAL HOLDINGS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VERISK ANALYTICS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,REALTY INCOME CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MCKESSON CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FIRSTENERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,GLOBAL PAYMENTS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,IHS MARKIT LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ROCKWELL AUTOMATION INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HEWLETT PACKARD ENTERPRISE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LULULEMON ATHLETICA INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CINTAS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FLEETCOR TECHNOLOGIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,APTIV PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BOSTON PROPERTIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,STANLEY BLACK & DECKER INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MICROCHIP TECHNOLOGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ULTA BEAUTY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NORTHERN TRUST CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FIFTH THIRD BANCORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CLOROX COMPANY,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KLA-TENCOR CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MCCORMICK & CO-NON VTG SHRS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WEYERHAEUSER CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CHIPOTLE MEXICAN GRILL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BALL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KELLOGG CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,IDEXX LABORATORIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ESSEX PROPERTY TRUST INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BEST BUY CO INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DISCOVERY INC-C,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HARRIS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NEWMONT MINING CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMETEK INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FREEPORT-MCMORAN INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KROGER CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FASTENAL CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INTERNATIONAL PAPER CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMERICAN WATER WORKS CO INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INCYTE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CERNER CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LIBERTY GLOBAL PLC-A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMERIPRISE FINANCIAL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HESS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,METTLER-TOLEDO INTERNATIONAL,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CADENCE DESIGN SYS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NUCOR CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ENTERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WATERS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CBS CORP-CLASS B NON VOTING,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMEREN CORPORATION,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HARTFORD FINANCIAL SVCS GRP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EXPEDIA GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CHURCH & DWIGHT CO INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SYNOPSYS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NETAPP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MSCI INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FRANKLIN RESOURCES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WW GRAINGER INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DXC TECHNOLOGY CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TOTAL SYSTEM SERVICES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CBRE GROUP INC - A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DIAMONDBACK ENERGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KEYSIGHT TECHNOLOGIES IN,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,GARMIN LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,L3 TECHNOLOGIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KEYCORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,OMNICOM GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,GENUINE PARTS CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BIOMARIN PHARMACEUTICAL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALEXANDRIA REAL ESTATE EQUIT,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VULCAN MATERIALS CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMERISOURCEBERGEN CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ANSYS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CITIZENS FINANCIAL GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CMS ENERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DR HORTON INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DISH NETWORK CORP-A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LENNAR CORP-A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CENTERPOINT ENERGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,REGIONS FINANCIAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,RESMED INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MAXIM INTEGRATED PRODUCTS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HEALTHPEAK PROPERTIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AMERICAN AIRLINES GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NORTON LIFE LOCK,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NASDAQ INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,COOPER COS INC/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DARDEN RESTAURANTS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WESTERN DIGITAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FORTINET INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EQUIFAX INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SKYWORKS SOLUTIONS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ARTHUR J GALLAGHER & CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WYNN RESORTS LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EVERGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,COPART INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,XYLEM INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HOST HOTELS & RESORTS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PRINCIPAL FINANCIAL GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MGM RESORTS INTERNATIONAL,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MYLAN NV,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CARDINAL HEALTH INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MARATHON OIL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CINCINNATI FINANCIAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TELEFLEX INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DOVER CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INTL FLAVORS & FRAGRANCES,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HUNTINGTON BANCSHARES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WELLCARE HEALTH PLANS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,GARTNER INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ROLLINS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DEVON ENERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SEAGATE TECHNOLOGY,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EXPEDITORS INTL WASH INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CONAGRA BRANDS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,JM SMUCKER CO/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CITRIX SYSTEMS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CENTURYLINK INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VORNADO REALTY TRUST,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MOLSON COORS BREWING CO -B,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CELANESE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EXTRA SPACE STORAGE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TIFFANY & CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VARIAN MEDICAL SYSTEMS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HOLOGIC INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,APACHE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,UDR INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MARTIN MARIETTA MATERIALS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ABIOMED INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MID-AMERICA APARTMENT COMM,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LINCOLN NATIONAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ADVANCE AUTO PARTS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NOBLE ENERGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NORWEGIAN CRUISE LINE HOLDIN,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SVB FINANCIAL GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,QUEST DIAGNOSTICS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BROADRIDGE FINANCIAL SOLUTIO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,C.H. ROBINSON WORLDWIDE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,COMERICA INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WABTEC CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AES CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TEXTRON INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,VIACOM INC-CLASS B,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NRG ENERGY INC,https://www.avatrade.com/trading-info/trading-conditions,,
